Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
Cameroon,1,408 : Pomme pilé,Dalle3,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The presentation is not what I have expected,,Really different from the dish named,There should be no utensils,There is no need of too much serving dishes,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,390 : Ndolè,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common with the dish named,The utensils are incorrect,There are no vegetables ,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,390 : Ndolè,Dalle3,1.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,There are vegetables but not the expected ,"The utensils are correct, The dish named should be served in a plate",The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,390 : Ndolè,Dalle3,2.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,The dish named should not be served in a double plate,The utensils are correct,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,390 : Ndolè,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,The dish named should not be served on a double plate,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,390 : Ndolè,Dalle3,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,683 : Beignets haricot bouillie (BHB),Dalle3,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,The image is clear,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,683 : Beignets haricot bouillie (BHB),Dalle3,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,Some components are missing,"There should be utensils, ther is not spoon",The dish is in an outdoor setting,The image is clear,Very familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,683 : Beignets haricot bouillie (BHB),Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,The image sort of looks like the {dish_name} but it’s not quite right,"The utensils are correct, The utensils are incorrect, there is not spoon ",The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,683 : Beignets haricot bouillie (BHB),Dalle3,2.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,Some elements are missing,"The utensils are correct, The utensils are incorrect",The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,683 : Beignets haricot bouillie (BHB),Dalle3,4.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Some elements are missing,The utensils are correct,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,687 : Kilichi,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,687 : Kilichi,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,Nothing in common,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,687 : Kilichi,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,687 : Kilichi,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,This is the dish but there are some components added that should not be there,,,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served on plate but it is not typically eaten on a plate",There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Not familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,72 : Koki,Dalle3,0.0,Yes,,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common,The utensils are correct,The dish is shown served in a setting that I would not expect,The image is clear,,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,72 : Koki,Dalle3,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Noyhing in common,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,72 : Koki,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,72 : Koki,Dalle3,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,72 : Koki,Dalle3,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,Nothing in common,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,394 : Eru,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,Some elements are missing,The dish should be eaten with hands,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,394 : Eru,Dalle3,1.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,No similarity with the dish named,There should be no utensils,Nothing in common,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,394 : Eru,Dalle3,2.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,No similarity with the dish named,,Nothing in common,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,394 : Eru,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,There are vegetables but not in common with the dish named,,Nothing in common,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,394 : Eru,Dalle3,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,The dish named should be eaten with hands,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,591 : Kelen kelen,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,The dish named should be eaten with hands,There should be no utensils,"The dish is shown served in a setting that I would not expect, Nothing in common",The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,591 : Kelen kelen,Dalle3,1.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,The dish named should be served in a bowl and eaten with hands,There should be no utensils,Nothing in common with the dish expected,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,591 : Kelen kelen,Dalle3,2.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,The dish named should be eaten with hands ,There should be no utensils,"The dish is shown served in a setting that I would not expect, The dish named should be served on a bowl",The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,591 : Kelen kelen,Dalle3,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,The dish should be served in a bowl,There should be no utensils,The dish should be eaten with hands,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,591 : Kelen kelen,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common ,,The dish named should be eaten with hands,There should be no utensils,The dish named should be served in a bowl,The image is clear,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,704 : Plantain Chips,Dalle3,0.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The dish is shown served on plate but it is not typically eaten on a plate,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,704 : Plantain Chips,Dalle3,1.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would not expect,The image is clear,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,687 : Kilichi,Dalle3,2.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish name should be served in a plate ,The image is clear,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,704 : Plantain Chips,Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,The image is clear,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,704 : Plantain Chips,Dalle3,4.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would expect,Te image is clear,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,426 : Corn chaff / Corn Tchap,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,Nothing  in common,The utensils are incorrect,The dish shown is far of the dish named,The image is clear,Not familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,426 : Corn chaff / Corn Tchap,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,The dished named should be served in a bowl,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,Not familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,686 : SOYA / Suya,Dalle2,0.0,No,"Very familiar, I eat this dish regularly",Yes,No,4.0,"The image resembles the dish_name, but it is not what I’d expect","the image look like meat, but it's not the target dish",,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,426 : Corn chaff / Corn Tchap,Dalle3,2.0,No,Not familiar at all,Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,Some elements are missing,The utensils are incorrect,The dish is shown served in a setting that I would expect,The image is clear,Not familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,686 : SOYA / Suya,Dalle2,1.0,No,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,426 : Corn chaff / Corn Tchap,Dalle3,3.0,No,,Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,Instead of vegetables we should have beans,The utensils are incorrect,The dish is shown served in a setting that I would not expect,The image is clear,,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,686 : SOYA / Suya,Dalle2,2.0,No,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish should be served on plate but it is not shown on a plate here,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,426 : Corn chaff / Corn Tchap,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,Instead of vegetables we should have beans,The utensils are incorrect,The dish named should be served in a plate ,The image is clear,Not familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,686 : SOYA / Suya,Dalle2,3.0,No,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",the image looks like it's meat,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,686 : SOYA / Suya,Dalle2,4.0,No,"Very familiar, I eat this dish regularly",No,,3.0,,,it looks like fruits on the image,,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,520 : Achu Soup,Dalle3,0.0,No,Not familiar at all,Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,There is a similarity but that is not it,The image is clear,Not familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,520 : Achu Soup,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not close to the target dish,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,520 : Achu Soup,Dalle3,1.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common with the dish named,,Nothing in common,There should be no utensils,There is no soup and the dish named should be served in a bowl,The image is clear,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,520 : Achu Soup,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,520 : Achu Soup,Dalle3,2.0,No,Not familiar at all,Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,The image is clear,Not familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,520 : Achu Soup,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,520 : Achu Soup,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,520 : Achu Soup,Dalle3,3.0,No,Not familiar at all,Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Nothing in common,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would expect,The image is clear,Not familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,520 : Achu Soup,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,1,520 : Achu Soup,Dalle3,4.0,No,Not familiar at all,Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,,The dish is shown served in a setting that I would expect,The image is clear,Not familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,461 : djama djama / Njama Njama,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"The image have vegetable in it, but it is not close to the dish name",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,461 : djama djama / Njama Njama,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,461 : djama djama / Njama Njama,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,461 : djama djama / Njama Njama,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"The image resembles the dish_name, but it is not what I’d expect",The image looks close the to target dish,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,5,461 : djama djama / Njama Njama,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image is not resemble to the target dish,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,3,490 : Poulet DG (Directeur Général),Dalle3,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect","We have plate with rice and chicken, slices of cucumber, tomato, onion, cube of maybe plantains I don't know",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,3,490 : Poulet DG (Directeur Général),Dalle3,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect","We have wooden bowl which contains whole braised chichen, fried plantains and whole plantains with peel, with around others condiments onions, plantains with peel, green pepper, bowl with powered spices",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,3,490 : Poulet DG (Directeur Général),Dalle3,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"We have large plate with whole braised chicken, fried plantains, slice of onion, tomato, cucumber, broccoli, star anise and around plate we have garlic, bowls with spices, fork and knives ",,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,3,490 : Poulet DG (Directeur Général),Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect","We have wooden plate nested in other wooden plate which contains chicken, cubes of fried plantain, slices of onion, red pepper",,,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,3,490 : Poulet DG (Directeur Général),Dalle3,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,This is the dish but there are some components added that should not be there,"We have wooden plate nested in wooden plate which contains chicken, fried plantains, slices of carrots, yellow pepper, green pepper, nuts",,,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cameroon,2,684: Nyamangoro/ Congo meat/ Slowboys,Dalle3,0.0,No,Not familiar at all,No,,5.0,,,"In the image, I see little pears, meat, carrots, but it's not Nyamangoro congo meat slowboys",,,,,Not familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
