id,local_name,english_name,language,language_code,countries,continent,regions,cultures,time_of_day,time_of_day_more,type_of_dish,type_of_dish_more,utensils,drink,occasions,occasions_more,ingredients,recipe,more_details,public_cc_image_url,public_cc_image_caption,uploaded_image_name,uploaded_image_url,uploaded_image_caption
749,Ikalanga,sheep tail fat,"Rendille, Borana, Gabbra , Maasai","rel, gax, orm, mas",Kenya,Africa,"North, Rift Valley","Rendille, Gabra, Borana, Maasai","['lunch', 'dinner']",,['Side dish'],,,,regular,,"salt, water, sheep fat",https://kilimo.go.ke/wp-content/uploads/2021/01/KENYA-FOOD-RECIPES-2018.pdf,"The dish is made by cutting the sheep fat into pieces, after which they are put into a pot with salt and water. The sheep fat is boiled until dry balls are formed. Then it is ready to serve.",,,,,
392,Arosto,,Somali,som,Kenya,Africa,Northern kenya,Somali,['lunch'],,['Main dish - eaten with sides'],,Hand,,regular,,"onion, Goat Meat",https://www.food.com/amp/recipe/somali-goat-meat-369336,,,,,,
762,kitojo,sweet potato leaves fried,Taita,dav,Kenya,Africa,Coastal region (taita-taveta county),Taita,"['lunch', 'dinner']",,['Side dish'],,hands,,regular,,"onion, salt, Oil, sweet potato leaves",https://www.africanfood.recipes/2021/01/sweet-potato-leaves-with-onion-fried.html,,,,,,
693,Ndoto,,Taita,dav,Kenya,Africa,Coastal region :Taita-taveta county,Taita,['other'],,['Main dish - stand alone (e.g. one pot meal)'],,Hands,,special,"Girls inititiation, preparation for marriage","kidney bean, salt, water, onions, Oil, Red sorghum",https://kilimo.go.ke/wp-content/uploads/2021/01/KENYA-FOOD-RECIPES-2018.pdf,"The beans and red sorghum are first   boiled until soft. Afterwards, the onions are fried. In oils and the boiled red sorghum, kidney beans  and salt are added and left to fry for a 
few minutes. The food is then served.",,,,,
605,Wukunu,,Taita,dav,Kenya,Africa,Coast,Taita,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,Hands,,special,"Burials, weddings and other special occasions","salt, black bean, sweet potato, water",https://www.google.com/search?client=ms-android-huawei-rev1&sca_esv=c27bfc2d7e5ccc09&sca_upv=1&sxsrf=ACQVn0_NJRnmA1gZSu7PY4qpsa-Ap2U9DA:1713098608852&q=wukunu+recipe+taita&source=lnms&uds=AMwkrPte2rONdlHqaOEoNFr7YgHOgYAZZ2E80YTt13LYPHYdcvTD5SkKXYqsIJqfBXkxXjH99ORTMXvALQcxjeqQAqG_He2Tg087Zc6MR01X7znX8K1spos2GNndlUrk_AtJKDVGEgaAblGw_6FKAztGwDMrU9ZkIFdtzdK5w8HtK5WxfkgQHWhvL4cAZjeBJsbsLA4Vsa7PL4kiMiJg,,,,,,
611,Kimanga cha ndizi,,"Taita, Kiswahili","dav, swa",Kenya,Africa,Coast (taita-taveta county),Taita,"['lunch', 'dinner']",,['Main dish - stand alone (e.g. one pot meal)'],,Hands,,regular,,"salt, Beans, water, Smoked green bananas",https://www.google.com/search?client=ms-android-huawei-rev1&sca_esv=0bc39af9d1d15b37&sca_upv=1&sxsrf=ACQVn080iMOpxOnojE2DumnZoTRa6380Hg:1713115118002&q=kimanga+cha+ndizi&source=lnms&uds=AMwkrPv2LHD4xCzchhUwQkAqkHJx5sOii4RCG4QeyH7pdFVutjPjcbERllDjk_i4Ezmma32AkuVttmnVGenlvPmfru6gIV4jDlZjx-Q5oL7oAv6egoUFWOnrwBbNryDA75WsqmCQfeFeNZGVv_nKn2kABdg_B2S1NYYQlA-mh2h1IpLcduVtc-866TRdVtwiqnLMaqEp5bVtqIkSg49HFl,,,,,,
734,Chiwaya,Chips,Chichewa,nya,Malawi,Africa,,,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"Plates, serving packet",Optional,regular,,Irish Potato,,,,,,,
737,Taco,Tah-co,Mexican Spanish,mis,Mexico,North America,This is debated.,Debated.,"['breakfast', 'dinner', 'snack', 'anytime']",Tacos began as street food (snacks) but now can be eaten at any meal as well.,"['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,Hands,,both,,"pork, beef, chicken, fish, tortilla, Vegetables, Shellfish",https://www.olivemagazine.com/recipes/collection/best-ever-tacos-recipes/,,,,,,
106,Tlayuda,,Náhuatl,nah,Mexico,North America,Oaxaca (Mexico),,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,hands,,regular,,tortilla,,,,,,,
105,Sope,,Náhuatl,nah,Mexico,North America,"Jalisco (Mexico),",,['anytime'],,"['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing']",,knife and fork,,both,,corn dough,,,,,,,
104,Chilaquiles,,Náhuatl,nah,Mexico,North America,Jalisco (Mexico),,"['breakfast', 'lunch']",,['Main dish - eaten with sides'],,knife and fork,,both,,tortilla,,,,,,,
103,Taco,Taco,Náhuatl,nah,Mexico,North America,Jalisco (Mexico),,['anytime'],,"['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",,hands,,both,"birthdays, parties",tortilla,,,,,,,
102,Pozole (Pozolli),,Náhuatl,nah,Mexico,North America,Jalisco (Mexico),,"['lunch', 'dinner']",,"['Soup', 'Main dish - stand alone (e.g. one pot meal)', 'Small plate / bowl served as a part of a collection']",,spoon,,both,"Birthdays, parties, national holidays",White corn (Cacahuazintle),,,,,,,
101,Tamal (Tamalli),Tamale,Náhuatl,nah,Mexico,North America,Jalisco (Mexico),,['anytime'],,"['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Dessert']",,knife and fork,Atole,both,,Nixtamalized corn flour,,,,,,,
499,Portuguese chicken,Portuguese chicken,Hhuku,mis,Mozambique,Africa,Maputo,,['anytime'],,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,Knife,"Any soft drink, beer",regular,,"white vinegar, olive oil, salt, garlic",No,,,,,,
184,Matapa com caranguejo,,Portuguese,por,Mozambique,Africa,"Maputo, Inhambane, Gaza",,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,"Falk, knife",,both,Marriages,"caçava flour, coconut milk, peanut",,,,,,,
231,मम,Momo,Nepali,nep,Nepal,Asia,,,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"spoon, chopstick",,regular,,"dough, meat, Vegetables",,,,,,,
810,Oliebollen,"oil balls, doughnut",Dutch,nld,Netherlands,Europe,,,['dinner'],Dessert on New Year's Eve,['Dessert'],,Fingers,,special,New Year's Eve dinner,"flour, Milk, Sugar, egg, raisins, Oil",https://www.allrecipes.com/recipe/46299/oliebollen-dutch-doughnuts/,,,,,,
809,huzarensalade,Hussar's salad,Dutch,nld,Netherlands,Europe,Rotterdam,,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,Fork,,special,Christmas,potato,https://www.thedutchtable.com/2012/08/huzarensalade.html,,,,,,
808,Boterkoek,Butter cake,Dutch,nld,Netherlands,Europe,Rotterdam,,"['snack', 'anytime']",,['Dessert'],,fork,tea,both,Christmas,"almond, butter, flour, Sugar, vanilla essence",https://www.allrecipes.com/recipe/139069/boterkoek-dutch-butter-cake/,,,,,,
645,Dutch,Dutch baby pancakes,Dutch,nld,Netherlands,Europe,,,"['breakfast', 'lunch']",,"['Starter', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",,,,regular,,"flour, cream, Fruits",,,,,,,
831,Nacatamale,,Nawat,ppl,Nicaragua,North America,All regions,,"['lunch', 'dinner']",,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,fork,,regular,,"tomato, cornmeal, onion, pork, potato, cilantro (coriander leaves), green olive, beef, chicken, banana leaf",https://www.internationalcuisine.com/nicaraguan-nacatamales/,,,,,,
522,Danwake da mai da yaji,Bean dumpling,Hausa,hau,"Niger, Nigeria",Africa,North,"hausa, fulani",['anytime'],,"['Starter', 'Main dish - stand alone (e.g. one pot meal)', 'Small plate / bowl served as a part of a collection']",,"fork, fingers,spoon",,regular,,"onion, cayenne pepper, salt, Eggs, Potash, suya spice, kuka powder, grounded beans powder",https://afrifoodnetwork.com/recipes/main-course-recipes/dan-wake-recipe/,Danwake is beans dumpling.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Hausa_Food_Dan_wake_01.jpg/900px-Hausa_Food_Dan_wake_01.jpg,"Danwake, made from either grind beans or grind cassava. This image of Danwake looks served with oil and pepper.",,,
519,Hausa Masa or Waina,Hausa Rice Pancake,Hausa,hau,"Niger, Nigeria",Africa,North,,"['breakfast', 'lunch', 'snack']",,['Side dish'],,"fork, fingers",,regular,,"rice flour, salt, Sugar, Yeast, Oil, Rice",https://afrifoodnetwork.com/recipes/hausa-masa/,"In some places, instead of rice, you could also use millet, maize, or sorghum puff batter fermented and baked in a skillet with a concave shape.
In Cameroon it is mostly done with rice and eaten as breakfast with corn porridge.",https://upload.wikimedia.org/wikipedia/commons/0/05/Masa_%28Waina%29.jpg,Masa ready to be eaten with ground pepper.,,,
568,FURA,Millet dough ball,"Hausa, Fulani","hau, ful","Niger, Nigeria",Africa,,Fulani,"['breakfast', 'lunch', 'dinner', 'anytime']",,['Main dish - stand alone (e.g. one pot meal)'],,Bowls,Water,regular,,Millet Flour,https://cookpad.com/ng/recipes/15932530-fura-da-nono,It taste like cereal with alot of Milk.,https://upload.wikimedia.org/wikipedia/commons/3/3e/Fuura_03.jpg,A couple of fura in black plastic bag.,,,
144,Edesi Isip,Nigerian Coconot Rice,Efik,efi,Nigeria,Africa,South,"Efik, Ibibio",['anytime'],,"['Starter', 'Main dish - stand alone (e.g. one pot meal)']",,Spoon; knife and fork,,both,,"onion, salt, rice, coconut milk, Goat Meat, Habanero Pepper, Chili Powder",https://www.nigerianlazychef.com/2016/09/one-pot-efik-style-coconut-rice-edesi-isip/,,No CC Images Available,,,,
142,Edikang Ikong,Edi-kang Ikong,Efik,efi,Nigeria,Africa,South,Efik,['anytime'],,"['Soup', 'Small plate / bowl served as a part of a collection']",,Hands,,both,"Weddings, Celebrations in General","shrimp, salt, pepper, Palm oil, Waterleaf, Crayfish, Periwinkle, Ugu","https://www.nigerianlazychef.com/2016/10/edikang-ikong/,
https://cookpad.com/ng/recipes/5292329-edikang-ikong-edikaikong-soup",,https://upload.wikimedia.org/wikipedia/commons/0/07/Edikang_ikong.jpg,Edikang Ikong served in a bowl.,,,
736,Egusi,Melon soup,Efik,efi,Nigeria,Africa,"South West, Yoruba",Yoruba,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,Right hand,"Water, palm wine",regular,,"palm oil, salt, Maggi, pepper, locust beans, Waterleaf, onions, Melon",,,https://upload.wikimedia.org/wikipedia/commons/8/84/Egusi_soup_with_ponmo_and_beef.jpg,Egusi soup with ponmo and beef.,,,
867,Concoction Rice,,English,eng,Nigeria,Africa,All regions,,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"Spoon, fork",,regular,,"onion, salt, Palm oil, Scotch Bonnet, Rice",https://youtu.be/vladAl0KdgE?si=n1cKihywQtyR7lGx,"Concoction rice is a home-made food in Nigeria prepared instead of jollof rice or conventional white rice. The major ingredients used in making the food include rice, palm oil and salt. The dish has optional ingredients such as tomatoes, Kpanla fish (European hake fish), stock fish, smoked mackerels or Titus, crayfish, kpomo (cow skin), scented leaves/curry leaves, vegetables, locust beans.",No CC Images Available,,,,
433,Meat Pie,,English,eng,Nigeria,Africa,,,['snack'],,['Starter'],,fingers,,regular,,"potato, flour, meat, Vegetables",,https://en.wikipedia.org/wiki/Meat_pie,https://upload.wikimedia.org/wikipedia/commons/9/98/Rubiols.jpg,A couple of meat pies placed on a surface.,,,
430,Buns,,English,eng,Nigeria,Africa,,,['snack'],,['Starter'],,fingers,,regular,,"salt, butter, flour, Sugar, cooking oil",https://www.myactivekitchen.com/nigerian-buns-easy-steps/,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Mokary_golagola.jpg,"A couple of buns placed on a metallic surface, likely a tray.",,,
237,Fried Rice,Fried Rice,English,eng,Nigeria,Africa,,,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"Spoon, Fork",,special,,"carrot, onion, corn, curry powder, rice, Green bean, Groundnut oil, chicken stock, beef liver cubed",https://cheflolaskitchen.com/nigerian-fried-rice-recipe/,,https://upload.wikimedia.org/wikipedia/commons/2/29/Fried_rice_and_chicken_garnished_with_sweet_corn%2C_carrot_and_green_peas.jpg,"Fried rice with chicken garnished with sweet corn, carrot and green peas.",,,
510,black soup,black soup,English,eng,Nigeria,Africa,south south,Edo,['anytime'],,['Soup'],,hand,,both,,"Meat, bitter leaf, scent leaf, roasted fish",,,No CC Images Available,,,,
537,Okra soup,Okra,English,eng,Nigeria,Africa,"South East, South South",,['lunch'],,['Soup'],,Hand,No,regular,,"okra, Kpomo, dry fish",,,https://upload.wikimedia.org/wikipedia/commons/4/41/Okro_soup.jpg,Okro soup garnished with different kinds of protein.,,,
71,Pepper soup,Pepper soup,English,eng,Nigeria,Africa,Nigeria,,['anytime'],,['Starter'],,Spoon,"Coca Cola,  Beer",both,,"pepper, meat",,,https://upload.wikimedia.org/wikipedia/commons/5/54/Meat_pepper_soup.jpg,"Meat pepper soup presumably served in a silver bowl. There's a metallic object visible, likely spoon.",,,
746,Semo Vita,,English,eng,Nigeria,Africa,Yoruba,,['dinner'],,['Main dish - stand alone (e.g. one pot meal)'],,"knife and fork, spoon",Yes,both,"Anniversary, Wedding, Special Occasion","semolina, Semolina powder, semo vita",,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Semovita_and_okro_soup.jpg,Semovita served with okro soup.,,,
381,Pounded yam(iyan) and Obe ishapa,Pounded Yam and Roselle Soup,"English, Yoruba","eng, yor",Nigeria,Africa,South-west,Yoruba,"['lunch', 'dinner', 'anytime']",,['Main dish - eaten with sides'],,Hand,Water,both,,"tomato, onion, beef, tripe, Maggi, Palm oil, locust beans, Crayfish, Kpomo, Scotch Bonnet, Egusi, White Zobo Sepal, Smoked fish",,,No CC Images Available,,,,
565,Tuwon Shikafa,,Hausa,hau,Nigeria,Africa,north,,"['dinner', 'anytime']",,['Main dish - stand alone (e.g. one pot meal)'],,Right hand,Water,both,,"rice flour, Boiling water",,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Tuwo_Shinkafa_with_garden_egg_Soup.jpg,Tuwo served with garden egg soup garnished with different protein.,,,
528,Kuli Kuli,Kúlí-kúlí,Hausa,hau,Nigeria,Africa,north,"hausa, fulani",['snack'],,['Starter'],,fingers,,regular,,"salt, ginger, pepper, groundnut, vegetable oil",https://www.pulse.ng/lifestyle/food-travel/kuli-kuli-how-to-make-the-northern-peanut-snack/9ghvfxs,"Its a peanut snack that originates from the northern part of Nigeria and is eaten by all regions. 
Crushed Kuli-Kuli is also used as food toppings.",https://upload.wikimedia.org/wikipedia/commons/f/fd/Kuli_kuli.jpg,A photograph of a long kuli kuli held by a hand on the street. There are shops in the background of the photo which are blurred out.,,,
527,Kwadon Lansir,Cress salad,Hausa,hau,Nigeria,Africa,North,,"['breakfast', 'lunch', 'anytime']",,"['Starter', 'Salad', 'Small plate / bowl served as a part of a collection']",,"fork, spoon",,regular,,"onion, watercress, cucumber, pepper, green peppers, Oil, Tomato, Kuli Kuli",,https://cookpad.com/ng/recipes/7560466-cress-leaves-salad-lansirzoo-kano-state,No CC Images Available,,,,
523,Tsakin Pate,Braised maize porridge,Hausa,hau,Nigeria,Africa,North,"hausa, fulani",['anytime'],,['Main dish - eaten with sides'],,"fork, fingers,spoon",,special,traditional events like meetings and weddings,"tomato, onion, salt, pepper, locust beans, groundnut, scent leaf, Braised maize, Yakuwa (star shape kenaf leaf), Rama (kenaf leaf), zobo (dried hibiscus) sepals",https://guardian.ng/life/pate-cooking-the-hausa-traditional-meal/,,No CC Images Available,,,,
521,Miyan Kuka,Boabab leaf soup,Hausa,hau,Nigeria,Africa,north,"hausa, fulani","['lunch', 'dinner']",,"['Soup', 'Main dish - eaten with sides']",,fingers,,regular,,"onion, palm oil, salt, ginger, garlic, pepper, kuka powder, cat fish",https://afrifoodnetwork.com/recipes/soup-stew-recipes/miyan-kuka/,Kuka is made from Baobab leaves. They usually dried in the sun and then ground into fine powder.,https://upload.wikimedia.org/wikipedia/commons/f/fe/Miyan_kuka_%28baobab%29.png,"Miyan kuka served in a plate presumably placed on a mat. There are some dough-like swallow slightly visible in a white bowl, likely Tuwon Shinkafa.",,,
518,Áwárá,Tofu,Hausa,hau,Nigeria,Africa,North,,"['breakfast', 'dinner', 'snack', 'anytime']",,"['Starter', 'Dessert']",,fingers,,regular,,"onion, salt, pepper, lemon juice, Oil, Soyabean",https://afrifoodnetwork.com/recipes/vegetarian-recipes/awara/,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Awara_%28Soybeans_Cake%29.jpg,"Awara garnished in a disposable take-away plate. The awara is garnished with what looks like cabbage, carrot and seasoned fried onions.",,,
123,Afere Afang,Á-fé-ré Á-fan,Ibibio,ibb,Nigeria,Africa,South-south,Ibibio people from Akwa Ibom state in Nigeria,"['lunch', 'dinner', 'anytime']",,"['Soup', 'Main dish - eaten with sides']",,Fingers,,regular,,"palm oil, Wild spinach, Waterleaf",https://allnigerianfoods.com/afang-soup/,,https://upload.wikimedia.org/wikipedia/commons/5/58/Afang_Soup.jpg,Afang in a plate served with some proteins. The dish is not fully visible.,,,
792,Edita-ewa,,"Ibibio, Efik","ibb, efi",Nigeria,Africa,South South,"Ibibio, Efik",['lunch'],,['Side dish'],,spoon and hand,,regular,,"cassava, Beans",,,No CC Images Available,,,,
508,Atama soup,A-ta-ma,"Ibibio, Efik","ibb, efi",Nigeria,Africa,south south,,['lunch'],,['Soup'],,hand,no,regular,,"beef, Waterleaf, Kpomo, dry fish, Atama leaves",,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Abak_soup_16.jpg/2880px-Abak_soup_16.jpg,Atama served in metallic bowl.,,,
481,Banga soup,Ban-ga,"Ibibio, Efik","ibb, efi",Nigeria,Africa,South South,"Ibibio, efik",['anytime'],,"['Soup', 'Sauce']",,spoon and hand,no,special,,"beef, Kpomo, Palm fruits",,,https://upload.wikimedia.org/wikipedia/commons/8/87/Banga_Soup_%28Freshly_Cooked%29.jpg,Banga soup with atama leaves served with some proteins.,,,
871,Ede ahuru ahu,Roasted coco-yam,Igbo,ibo,Nigeria,Africa,East,,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",,['Main dish - eaten with sides'],,Fingers,Palm wine,both,,Cocoyam,https://www.facebook.com/ChinweUzoma84/videos/very-traditional-igbo-meal-cocoyam-recipe-chinwe-uzoma-kitchen/646988293341967/,Roasted cocoyam is eaten as a stand alone snack or with a sauce.,No CC Images Available,,,,
797,Akidi,Black Beans Pottage,Igbo,ibo,Nigeria,Africa,South East,Igbo,['breakfast'],,['Main dish - stand alone (e.g. one pot meal)'],,,,regular,,"fish, Oil, uziza leaf, Black beans",,,https://upload.wikimedia.org/wikipedia/commons/3/38/Black_Bean_Soup_%28140491813%29.jpeg,Black beans in plate. The dish is not fully visible.,,,
794,Ofe Akparata,Mahogany seed,Igbo,ibo,Nigeria,Africa,,Igbo,['lunch'],,['Soup'],,hand,,both,,"Kpomo, Oil, Meat, Akparata seed",https://pbs.twimg.com/media/GLSNM-LW0AEMa3k?format=jpg&name=900x900,,No CC Images Available,,,,
793,Ofe Ugba,U-gba,Igbo,ibo,Nigeria,Africa,South East,Igbo,['lunch'],,['Soup'],,hand,,regular,,"Palm oil, Kpomo, dry fish, Okra, Ugba",https://pbs.twimg.com/media/CHdkVUpWUAA5oIu?format=jpg&name=900x900,,No CC Images Available,,,,
539,Abacha,African salad,Igbo,ibo,Nigeria,Africa,East,Igbo,"['lunch', 'dinner', 'snack']",,"['Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",,"fork, fingers,spoon",,both,traditional events like meetings and weddings,"palm oil, salt, pepper, Crayfish, Potash, garden egg",https://allnigerianfoods.com/african-salad/,,https://upload.wikimedia.org/wikipedia/commons/9/9c/African_salad_mostly_prepared_by_the_southeastern_part_of_Nigeria_especially_in_the_eastern_part._This_meal_is_mostly_prepared_during_festive_seasons_like_new_yam_festival_or_marriage_ceremony.jpg,"Abacha served in a plate, garnished with green vegetables and protein.",,,
512,ofe Nsala,white soup,Igbo,ibo,Nigeria,Africa,South east and South south,"Igbo, ibibio, efik",['lunch'],,['Soup'],,,yes,special,,"chicken, meat, pounded yam, uziza leaf",,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Igbo_cuisine%2C_ofe_nsala.jpg,Ofe Nsala served in a plate with some protein. The photo shows side dish possibly consumed alongside with the Ofe Nsala. There is also a pineaple juice and glass partly visible. The Nsala does not appear to be white enough.,,,
509,Ofe Olubu,Bitter leaf soup,Igbo,ibo,Nigeria,Africa,"south south, south east","Ibibio, efik, igbo",['lunch'],,['Soup'],,hand,no,regular,,"Kpomo, Melon, Meat, dry fish, bitter leaf",,,No CC Images Available,,,,
480,Ofe Oha,No,Igbo,ibo,Nigeria,Africa,South East,Igbo,['dinner'],,['Soup'],,hand,not really,both,,"beef, Cocoyam, oha leaf, shaki",,,https://upload.wikimedia.org/wikipedia/commons/b/b9/%E1%BB%8Cha_soup.jpg,Close-up photo of Oha soup.,,,
479,Ofe Achi,No,Igbo,ibo,Nigeria,Africa,South East,Igbo,['lunch'],,['Soup'],,hand,no,regular,,"Palm oil, Vegetables, Meat, Achi",,,No CC Images Available,,,,
238,Okpa,Ó-kpa,Igbo,ibo,Nigeria,Africa,East,,"['breakfast', 'snack']",,['Starter'],,"Fork, hand",Any drink,regular,,"palm oil, salt, pepper, Bambara nuts",,,https://upload.wikimedia.org/wikipedia/commons/8/83/Okpa_di_Oku.jpg,Okpa in presumably served in leaves placed on a plate.,,,
164,Úkwà,Breadfruit pottage,Igbo,ibo,Nigeria,Africa,East,Igbo,"['breakfast', 'lunch', 'dinner', 'anytime']",,['Main dish - eaten with sides'],,spoon and hand,Palm wine,both,,"salt, pepper, Potash, Ukwa seed, bitter leaf, palm oil",https://www.allnigerianrecipes.com/beans/breadfruit-ukwa/,,https://upload.wikimedia.org/wikipedia/commons/9/97/Ukwa_%28Breadfruit%29.jpg,Uwka served in a plate placed on a tiled surface. The spoon is visible in the photo.,,,
233,Ofe Okazi,O-fé Ó-ka-zi,Igbo,ibo,Nigeria,Africa,East,Igbo,"['lunch', 'dinner']",,['Soup'],,Fingers,Any drink,both,,"palm oil, salt, pepper, Wild spinach, Periwinkle, Goat Meat, Kanda, Egusi, Okpei",https://www.tigerfoods.com/recipes/1-29/,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Okazi_Soup.jpg,Close-up photo of okazi soup,,,
383,Ikokore,Cocoyam/ Wateryam porridge,Ijebu,yor,Nigeria,Africa,South-west,Ijebu,"['lunch', 'dinner', 'anytime', 'other']",,"['Soup', 'Main dish - stand alone (e.g. one pot meal)']",,Fingers,Water,both,Family celebrations or royal celebrations,"palm oil, Crayfish, Stockfish, Water yam, Stock, Pepper mix, Assorted meat, Smoked tilapia, Seasoning",https://sisijemimah.com/2016/01/05/ikokore-water-yam-pottage/,It's taste depends on what type of yam used and proteins incorporated,No CC Images Available,,,,
61,Ebiripo,Steamed cocoyam pudding,"Ijebu, Remo","yor, yor",Nigeria,Africa,South-West,"Ìjèbú people, Remo people of Ogun State, Nigeria.",['anytime'],,['Main dish - eaten with sides'],,Hands,,both,"Family celebrations, general holidays",Grated Cocoyam,https://youtu.be/s9uR2NhJ2jk?si=OgWGocjlOJMuesML,,No CC Images Available,,,,
872,Small chops,Finger foods,Pidgin,pcm,Nigeria,Africa,All regions,,['snack'],,"['Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",,"Fingers, pick, fork",,both,Formal and informal events,"chicken, offal (gizzard), Puff puff, Samosa, Spring roll",https://youtu.be/ak3u7P7mEDI?si=SYE7_G6JR2inVS5R,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Small_chops_with_fried_chicken.jpg,Small chops with fried chicken.,,,
524,Diet,Nigerian pancake,Unknown,Unknown,Nigeria,Africa,"East, West, North, south",,"['breakfast', 'snack']",,"['Starter', 'Main dish - eaten with sides']",,"fork, fingers",,regular,,"onion, salt, butter, nutmeg, flour, Milk, Sugar, pepper, Eggs, water, vegetable oil",https://afrifoodnetwork.com/recipes/breakfast-recipes/nigerian-pancakes/,,No CC Images Available,,,,
429,Puff-Puff,Fried Dough,Unknown,Unknown,Nigeria,Africa,,,['snack'],,['Starter'],,fingers,,regular,,"salt, butter, flour, Sugar, Yeast, water",,Link: https://en.wikipedia.org/wiki/Puff-puff,https://upload.wikimedia.org/wikipedia/commons/d/d4/Hausa_Food_Fanke.jpg,A couple of Puff-puff in a plate.,,,
590,Akamu,Pap,Igbo,ibo,Nigeria,Africa,,No,['breakfast'],,['Starter'],,spoon,,regular,,"Sugar, Maize flour, water",,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ogi%3BPap.jpg,Ogi or akamu presumably served in a metalic bowl.,,,
239,Dodo ikire,Plantain snack,Yoruba,yor,Nigeria,Africa,South west,Yoruba,"['snack', 'anytime']",,['Dessert'],,Fingers,,regular,,"palm oil, Over-ripe plantain",,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Picture_attachment_on_a_post_about_Dodo_Ikire_-_WA0011.jpg,Dodo ikire garnished with peper and onions.,,,
735,Eba,Cooked garri,Yoruba,yor,Nigeria,Africa,"Yoruba, Igbo",,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,hand,Water,regular,,"Garri, water",,"Eba is often served with a variety of soups and stews, which can include meats, fish, vegetables, or legumes. The choice of accompaniment can further personalize the dish based on regional preferences, availability of ingredients, and individual taste",,,735.jpg,https://drive.google.com/file/d/1u0j4A4bxSq7QAcvDjlIFYMIQV3aooTxg/view?usp=sharing,Close-up photo of eba in a bowl.
471,Eko or Agidi,Corn meal,Yoruba,yor,Nigeria,Africa,Southwest,Yoruba,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",,"['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",,Spoon,Water,regular,,"Maize flour, water",https://www.allnigerianrecipes.com/breakfast-recipes/agidi-eko/,It is really nice and stressful to cook but it is worth the time when it is ready,https://upload.wikimedia.org/wikipedia/commons/5/5f/Eko_Ati_Ankara_%28pap_served_with_bean_cake%29.jpg,Eko or agidi served with Akara in a plate.,,,
473,Beans and yam porridge,,Yoruba,yor,Nigeria,Africa,All part of Nigeria,"Yoruba, Igbo",['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"Spoon, fork",,regular,,"Yam, pepper, Palm oil, Beans, Onions",https://www.maggi.ng/beans-stew-one-pot-2,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Brown_beans_porridge_and_yam.jpg,Photo of Beans and yam pottage. The hand holding the dish is slightly visible.,,,
110,Iyan ati efo,Pounded Yam and vegetables,Yoruba,yor,Nigeria,Africa,Ekiti,,['lunch'],,['Main dish - eaten with sides'],,Right hand,"Water,  soft drinks",both,,"palm oil, yam, salt, Maggi, pepper, Vegetables",,,No CC Images Available,,,,
474,Ofada,Nigerian brown rice,Yoruba,yor,Nigeria,Africa,All part of Nigeria,,['anytime'],,['Main dish - eaten with sides'],,Spoon,,regular,,"brown rice, salt",,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Ofada_Rice_and_stew_on_leaf.jpg,Ofada and stew served on a leaf.,,,
