id,local_name,continent,seed,country_match,country_llm,countries,ingredients_intersect,ingredients,ingredients_llm,ingredients_union
84,Iyan àti Ẹfọ Riro,Africa,3,True,Nigeria,Nigeria,['Yam'],"vegetable shortening, Yam","['Yam', 'Vegetable (Efo)', 'Palm Oil', 'Onions', 'Pepper', 'Locust beans (Iru)', 'Crayfish', 'Meat (Beef or Goat)', 'Seasoning cubes', 'Salt']","['vegetable shortening', 'Yam', 'Vegetable (Efo)', 'Palm Oil', 'Onions', 'Pepper', 'Locust beans (Iru)', 'Crayfish', 'Meat (Beef or Goat)', 'Seasoning cubes', 'Salt']"
84,Iyan àti Ẹfọ Riro,Africa,4,True,Nigeria,Nigeria,['Yam'],"vegetable shortening, Yam","['Yam', 'African spinach', 'Palm oil', 'Onions', 'Tomatoes', 'Bell peppers', 'Scotch bonnet peppers', 'Dried fish', 'Assorted meats', 'Seasonings']","['vegetable shortening', 'Yam', 'African spinach', 'Palm oil', 'Onions', 'Tomatoes', 'Bell peppers', 'Scotch bonnet peppers', 'Dried fish', 'Assorted meats', 'Seasonings']"
66,Olele/ Moi-moi,Africa,0,True,Nigeria,Nigeria,['salt'],"salt, pepper, Blended beans or Lentils","['beans', 'onions', 'peppers', 'oil', 'salt', 'seasoning cubes', 'eggs', 'fish', 'shrimp', 'vegetables']","['salt', 'pepper', 'blended beans or lentils', 'onions', 'peppers', 'oil', 'seasoning cubes', 'eggs', 'fish', 'shrimp', 'vegetables']"
66,Olele/ Moi-moi,Africa,1,True,Nigeria,Nigeria,['salt'],"salt, pepper, Blended beans or Lentils","['black-eyed peas', 'onions', 'bell peppers', 'scotch bonnet peppers', 'ground crayfish', 'palm oil', 'bouillon cubes', 'salt', 'water', 'leaf wrapping (such as banana leaves or foil)']","['salt', 'pepper', 'Blended beans or Lentils', 'black-eyed peas', 'onions', 'bell peppers', 'scotch bonnet peppers', 'ground crayfish', 'palm oil', 'bouillon cubes', 'water', 'leaf wrapping (such as banana leaves or foil)']"
66,Olele/ Moi-moi,Africa,2,True,Nigeria,Nigeria,['salt'],"salt, pepper, Blended beans or Lentils","['Black-eyed peas', 'Bell peppers', 'Onions', 'Scotch bonnet peppers', 'Palm oil', 'Crayfish', 'Stock cubes', 'Salt', 'Seasonings', 'Water']","['salt', 'pepper']"
66,Olele/ Moi-moi,Africa,3,True,Nigeria,Nigeria,['salt'],"salt, pepper, Blended beans or Lentils","['beans', 'onions', 'red bell pepper', 'scotch bonnet pepper', 'ground crayfish', 'palm oil', 'baking soda', 'salt', 'seasoning cubes', 'water']","['salt', 'pepper', 'Blended beans or Lentils', 'beans', 'onions', 'red bell pepper', 'scotch bonnet pepper', 'ground crayfish', 'palm oil', 'baking soda', 'seasoning cubes', 'water']"
66,Olele/ Moi-moi,Africa,4,True,Nigeria,Nigeria,['salt'],"salt, pepper, Blended beans or Lentils","['black-eyed peas', 'onions', 'red bell pepper', 'scotch bonnet peppers', 'garlic', 'ginger', 'palm oil', 'salt', 'seasoning cubes', 'water']","['salt', 'pepper', 'onions', 'red bell pepper', 'garlic', 'ginger', 'palm oil', 'seasoning cubes', 'water']"
68,Àkàrà / Acaraje,"Africa, South America",0,True,Nigeria,"Nigeria, Brazil","['onion', 'black eyed pea', 'salt']","onion, black eyed pea, salt, pepper","['Black-eyed peas', 'Onions', 'Scotch bonnet peppers', 'Salt', 'Vegetable oil', 'Garlic', 'Ginger', 'Crayfish', 'Seasoning cubes', 'Palm oil']","['onion', 'black eyed pea', 'salt', 'pepper', 'Scotch bonnet peppers', 'Vegetable oil', 'Garlic', 'Ginger', 'Crayfish', 'Seasoning cubes', 'Palm oil']"
68,Àkàrà / Acaraje,"Africa, South America",1,True,Nigeria,"Nigeria, Brazil","['onion', 'black eyed pea', 'salt']","onion, black eyed pea, salt, pepper","['black-eyed peas', 'onion', 'scotch bonnet peppers', 'salt', 'vegetable oil']","['onion', 'black eyed pea', 'salt']"
68,Àkàrà / Acaraje,"Africa, South America",2,True,Nigeria,"Nigeria, Brazil","['onion', 'black eyed pea', 'salt']","onion, black eyed pea, salt, pepper","['black-eyed peas', 'onion', 'scotch bonnet pepper', 'salt', 'vegetable oil']","['onion', 'black eyed pea', 'salt', 'pepper', 'scotch bonnet pepper', 'vegetable oil']"
68,Àkàrà / Acaraje,"Africa, South America",3,True,Nigeria,"Nigeria, Brazil","['onions', 'black eyed pea', 'salt']","onion, black eyed pea, salt, pepper","['black-eyed peas', 'onions', 'scotch bonnet peppers', 'salt', 'vegetable oil']","['onion', 'black eyed pea', 'salt', 'pepper', 'scotch bonnet peppers', 'vegetable oil']"
68,Àkàrà / Acaraje,"Africa, South America",4,True,Nigeria,"Nigeria, Brazil","['onion', 'black eyed pea', 'salt']","onion, black eyed pea, salt, pepper","['black-eyed peas', 'onions', 'scotch bonnet peppers', 'salt', 'seasoning', 'vegetable oil', 'palm oil', 'shrimp', 'onion', 'garlic']","['onion', 'black eyed pea', 'salt', 'pepper', 'black-eyed peas', 'scotch bonnet peppers', 'seasoning', 'vegetable oil', 'palm oil', 'shrimp', 'garlic']"
706,"Masa,Maca",Africa,0,False,Nigeria.,Cameroon,"['salt', 'ginger', 'onions']","salt, ginger, Sugar, Yeast, Rice, Onions","['cornmeal', 'water', 'palm oil', 'salt', 'pepper', 'onions', 'garlic', 'ginger', 'spices', 'vegetables']","['salt', 'ginger', 'Sugar', 'Yeast', 'Rice', 'Onions', 'cornmeal', 'water', 'palm oil', 'pepper', 'garlic', 'spices', 'vegetables']"
706,"Masa,Maca",Africa,1,True,Nigeria,Cameroon,"['Salt', 'Onions']","salt, ginger, Sugar, Yeast, Rice, Onions","['Cornmeal', 'Water', 'Salt', 'Spices', 'Palm oil', 'Onions', 'Pepper', 'Meat (optional)', 'Vegetables (optional)', 'Ground crayfish']","['salt', 'ginger', 'Sugar', 'Yeast', 'Rice', 'Onions', 'Cornmeal', 'Water', 'Spices', 'Palm oil', 'Pepper', 'Meat (optional)', 'Vegetables (optional)', 'Ground crayfish']"
706,"Masa,Maca",Africa,2,True,Nigeria,Cameroon,"['salt', 'onions']","salt, ginger, Sugar, Yeast, Rice, Onions","['cornmeal', 'water', 'salt', 'palm oil', 'onions', 'pepper', 'seasoning cubes', 'stockfish', 'meat', 'vegetables']","['salt', 'onions']"
706,"Masa,Maca",Africa,3,False,Nigeria,Cameroon,"['salt', 'onions']","salt, ginger, Sugar, Yeast, Rice, Onions","['cornmeal', 'water', 'salt', 'palm oil', 'onions', 'pepper', 'seasoning cubes', 'crayfish', 'pumpkin leaves', 'palm fruit extract']","['salt', 'onions']"
706,"Masa,Maca",Africa,4,False,Nigeria,Cameroon,"['salt', 'onions']","salt, ginger, Sugar, Yeast, Rice, Onions","['cornmeal', 'palm oil', 'salt', 'water', 'onions', 'pepper', 'seasoning cubes', 'ground crayfish', 'palm nut cream', 'okra']","['salt', 'onions']"
687,Kilichi,Africa,0,True,Nigeria,"Cameroon, Nigeria","['ginger', 'garlic']","ginger, garlic, cloves, Meat, spiced peanut butter, black african pepper","['beef', 'groundnut powder', 'pepper', 'onions', 'garlic', 'ginger', 'salt', 'seasoning cubes', 'spices', 'water']","['ginger', 'garlic', 'pepper', 'onions', 'salt', 'spices', 'Meat', 'spiced peanut butter', 'black african pepper', 'beef', 'groundnut powder', 'seasoning cubes', 'water']"
687,Kilichi,Africa,1,True,Nigeria,"Cameroon, Nigeria","['ginger', 'garlic']","ginger, garlic, cloves, Meat, spiced peanut butter, black african pepper","['beef', 'pepper', 'garlic', 'onion', 'ginger', 'nutmeg', 'cayenne pepper', 'salt', 'seasoning cubes', 'groundnut oil']","['ginger', 'garlic', 'pepper', 'beef', 'nutmeg', 'cayenne pepper', 'salt', 'cloves', 'spiced peanut butter', 'black african pepper', 'onion', 'seasoning cubes', 'groundnut oil']"
687,Kilichi,Africa,2,True,Nigeria,"Cameroon, Nigeria","['ginger', 'garlic']","ginger, garlic, cloves, Meat, spiced peanut butter, black african pepper","['beef', 'chili peppers', 'ginger', 'garlic', 'onions', 'cayenne pepper', 'salt', 'nutmeg', 'curry powder', 'paprika']","['ginger', 'garlic', 'cloves', 'Meat', 'spiced peanut butter', 'black african pepper', 'beef', 'chili peppers', 'onions', 'cayenne pepper', 'salt', 'nutmeg', 'curry powder', 'paprika']"
687,Kilichi,Africa,3,True,Nigeria,"Cameroon, Nigeria","['ginger', 'garlic']","ginger, garlic, cloves, Meat, spiced peanut butter, black african pepper","['Beef', 'Groundnut powder', 'Chili pepper', 'Palm oil', 'Garlic', 'Ginger', 'Salt', 'Seasoning cubes', 'Onion', 'Cayenne pepper']","['ginger', 'garlic', 'cloves', 'Meat', 'spiced peanut butter', 'black african pepper', 'Beef', 'Groundnut powder', 'Chili pepper', 'Palm oil', 'Salt', 'Seasoning cubes', 'Onion', 'Cayenne pepper']"
687,Kilichi,Africa,4,True,Nigeria,"Cameroon, Nigeria","['ginger', 'garlic']","ginger, garlic, cloves, Meat, spiced peanut butter, black african pepper","['beef', 'groundnut paste', 'ground pepper', 'onions', 'garlic', 'ginger', 'cayenne pepper', 'salt', 'bouillon cubes', 'nutmeg']","['ginger', 'garlic', 'Meat', 'spiced peanut butter', 'black african pepper', 'beef', 'groundnut paste', 'ground pepper', 'onions', 'cayenne pepper', 'salt', 'bouillon cubes', 'nutmeg']"
686,"Soya,Suya",Africa,0,False,India,"Cameroon,Nigeria","['salt', 'ginger', 'garlic', 'onion', 'vegetable oil']","salt, ginger, garlic, Meat, Onions, Olive oil, Soya Spices, contri onion","['soybeans', 'onion', 'garlic', 'ginger', 'pepper', 'tomato paste', 'salt', 'stock cube', 'vegetable oil', 'water']","['salt', 'ginger', 'garlic', 'onion']"
686,"Soya,Suya",Africa,1,False,China,"Cameroon,Nigeria","['salt', 'ginger', 'garlic', 'onions']","salt, ginger, garlic, Meat, Onions, Olive oil, Soya Spices, contri onion","['dried soya beans', 'onions', 'tomatoes', 'hot pepper', 'seasoning cubes', 'salt', 'garlic', 'ginger', 'vegetable oil', 'water']","['salt', 'ginger', 'garlic', 'onions', 'vegetable oil', 'dried soya beans', 'tomatoes', 'hot pepper', 'seasoning cubes', 'water']"
686,"Soya,Suya",Africa,2,False,China,"Cameroon,Nigeria","['salt', 'ginger', 'garlic', 'onions']","salt, ginger, garlic, Meat, Onions, Olive oil, Soya Spices, contri onion","['soybeans', 'onions', 'garlic', 'ginger', 'tomatoes', 'bell peppers', 'scotch bonnet peppers', 'vegetable oil', 'seasonings', 'salt']","['salt', 'ginger', 'garlic', 'onions', 'vegetable oil', 'soybeans', 'tomatoes', 'bell peppers', 'scotch bonnet peppers', 'seasonings', 'contri onion']"
686,"Soya,Suya",Africa,3,False,China,"Cameroon,Nigeria","['salt', 'ginger', 'garlic', 'onions']","salt, ginger, garlic, Meat, Onions, Olive oil, Soya Spices, contri onion","['soybeans', 'onions', 'tomatoes', 'peppers', 'ginger', 'garlic', 'spices', 'salt', 'oil', 'water']","['salt', 'ginger', 'garlic', 'onions', 'oil', 'spices']"
686,"Soya,Suya",Africa,4,False,China,"Cameroon,Nigeria","['salt', 'ginger', 'garlic', 'onions']","salt, ginger, garlic, Meat, Onions, Olive oil, Soya Spices, contri onion","['soybeans', 'onions', 'tomatoes', 'pepper', 'garlic', 'ginger', 'salt', 'maggie cube', 'vegetable oil', 'water']","['salt', 'ginger', 'garlic', 'onions']"
656,Fumbwa au croupion de dinde fumé,Africa,0,True,Democratic Republic of Congo,"Nigeria, Cameroon, Democratic Republic of the Congo, Republic of the Congo, Gabon","['smoked turkey', 'white onion', 'garlic']","smoked turkey rumps, peanut paste, fresh tomatoes, white onion, garlic cloves, green onion stalk, pinch of spices","['Fumbwa (fermented cassava leaves)', 'Smoked turkey tail', 'Onions', 'Palm oil', 'Chili peppers', 'Salt', 'Garlic', 'Ginger', 'Ground crayfish', 'Stockfish']","['smoked turkey tail', 'Onions', 'Palm oil', 'Chili peppers', 'Salt', 'Garlic', 'Ginger', 'Ground crayfish']"
656,Fumbwa au croupion de dinde fumé,Africa,1,True,Democratic Republic of Congo,"Nigeria, Cameroon, Democratic Republic of the Congo, Republic of the Congo, Gabon","['smoked turkey', 'onions', 'garlic', 'tomatoes']","smoked turkey rumps, peanut paste, fresh tomatoes, white onion, garlic cloves, green onion stalk, pinch of spices","['Fumbwa (wild spinach)', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Garlic', 'Salt', 'Pepper', 'Chili peppers', 'Tomatoes', 'Water']","['smoked turkey rumps', 'peanut paste', 'fresh tomatoes', 'white onion', 'garlic cloves', 'green onion stalk', 'pinch of spices', 'Fumbwa (wild spinach)', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Garlic', 'Salt', 'Pepper', 'Chili peppers', 'Water']"
656,Fumbwa au croupion de dinde fumé,Africa,2,True,Democratic Republic of Congo,"Nigeria, Cameroon, Democratic Republic of the Congo, Republic of the Congo, Gabon","['smoked turkey', 'tomatoes', 'onions', 'garlic']","smoked turkey rumps, peanut paste, fresh tomatoes, white onion, garlic cloves, green onion stalk, pinch of spices","['Fumbwa leaves', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Tomatoes', 'Hot pepper', 'Salt', 'Seasoning cubes', 'Garlic', 'Water']","['smoked turkey rumps', 'peanut paste', 'fresh tomatoes', 'white onion', 'garlic cloves', 'green onion stalk', 'pinch of spices', 'Fumbwa leaves', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Tomatoes', 'Hot pepper', 'Salt', 'Seasoning cubes', 'Garlic', 'Water']"
656,Fumbwa au croupion de dinde fumé,Africa,3,True,Democratic Republic of Congo,"Nigeria, Cameroon, Democratic Republic of the Congo, Republic of the Congo, Gabon","['smoked turkey', 'onion', 'garlic']","smoked turkey rumps, peanut paste, fresh tomatoes, white onion, garlic cloves, green onion stalk, pinch of spices","['Smoked turkey tail', 'fumbwa leaves', 'palm oil', 'onion', 'garlic', 'salt', 'pepper', 'stock cube', 'water', 'habanero pepper']","['smoked turkey rumps', 'peanut paste', 'fresh tomatoes', 'white onion', 'garlic cloves', 'green onion stalk', 'pinch of spices', 'Smoked turkey tail', 'fumbwa leaves', 'palm oil', 'onion', 'garlic', 'salt', 'pepper', 'stock cube', 'water', 'habanero pepper']"
656,Fumbwa au croupion de dinde fumé,Africa,4,True,Democratic Republic of the Congo,"Nigeria, Cameroon, Democratic Republic of the Congo, Republic of the Congo, Gabon","['tomatoes', 'white onion', 'garlic']","smoked turkey rumps, peanut paste, fresh tomatoes, white onion, garlic cloves, green onion stalk, pinch of spices","['Fumbwa leaves', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Garlic', 'Chili peppers', 'Salt', 'Seasoning cubes', 'Water', 'Tomato paste']","['smoked turkey rumps', 'peanut paste', 'fresh tomatoes', 'white onion', 'garlic cloves', 'green onion stalk', 'pinch of spices', 'Fumbwa leaves', 'Smoked turkey tail', 'Palm oil', 'Onions', 'Chili peppers', 'Salt', 'Seasoning cubes', 'Water', 'Tomato paste']"
161,Fufu,Africa,0,True,Ghana,"Nigeria, Cameroon, Ivory Coast","['Casava', 'Plantain', 'Cocoyam']","Casava, Plantain, Cocoyam","['Cassava', 'Plantains', 'Yams', 'Cocoyams', 'Water', 'Palm oil', 'Groundnut', 'Okra', 'Egusi seeds', 'Pounded yam']","['Cassava', 'Plantain', 'Yams', 'Cocoyam', 'Water', 'Palm oil', 'Groundnut', 'Okra', 'Egusi seeds', 'Pounded yam']"
161,Fufu,Africa,1,True,Ghana,"Nigeria, Cameroon, Ivory Coast","['Casava', 'Plantain']","Casava, Plantain, Cocoyam","['Plantains', 'Cassava', 'Yam', 'Water', 'Salt']","['Casava', 'Plantain', 'Cocoyam', 'Yam', 'Water', 'Salt']"
161,Fufu,Africa,2,True,Ghana,"Nigeria, Cameroon, Ivory Coast","['plantain', 'casava']","Casava, Plantain, Cocoyam","['yam', 'plantains', 'cassava', 'cornmeal', 'water', 'palm nut oil', 'salt', 'pepper', 'onion', 'garlic']","['Casava', 'Plantain', 'Yam', 'Cornmeal', 'Water', 'Palm nut oil', 'Salt', 'Pepper', 'Onion', 'Garlic']"
161,Fufu,Africa,3,False,Ghana,"Nigeria, Cameroon, Ivory Coast","['Casava', 'Plantain']","Casava, Plantain, Cocoyam","['Cassava', 'Plantains', 'Yams', 'Water', 'Palm oil', 'Salt', 'Pepper']","['Cassava', 'Plantain', 'Cocoyam', 'Yams', 'Water', 'Palm oil', 'Salt', 'Pepper']"
161,Fufu,Africa,4,True,Ghana,"Nigeria, Cameroon, Ivory Coast","['Casava', 'Cocoyam', 'Plantains']","Casava, Plantain, Cocoyam","['Plantains', 'Cassava', 'Yam', 'Cocoyam', 'Water', 'Palm oil', 'Salt', 'Pepper', 'Palm nuts', 'Okra']","['Casava', 'Plantain', 'Cocoyam', 'Yam', 'Water', 'Palm oil', 'Salt', 'Pepper', 'Palm nuts', 'Okra']"
475,Cocoyam chips,Africa,0,True,Nigeria,"Nigeria, Ghana","['Salt', 'Cocoyam']","salt, Sugar, Cocoyam","['Cocoyam', 'Salt', 'Oil', 'Pepper', 'Onion powder', 'Garlic powder', 'Paprika', 'Cayenne pepper', 'Seasoning cubes', 'Water']","['salt', 'sugar', 'cocoyam', 'oil', 'pepper', 'onion powder', 'garlic powder', 'paprika', 'cayenne pepper', 'seasoning cubes', 'water']"
475,Cocoyam chips,Africa,1,True,Nigeria,"Nigeria, Ghana","['salt', 'Cocoyam']","salt, Sugar, Cocoyam","['Cocoyam', 'Vegetable Oil', 'Salt', 'Pepper', 'Spices', 'Onion Powder', 'Garlic Powder', 'Chili Powder', 'Paprika', 'Cornstarch']","['Salt', 'Sugar', 'Cocoyam', 'Vegetable Oil', 'Pepper', 'Spices', 'Onion Powder', 'Garlic Powder', 'Chili Powder', 'Paprika', 'Cornstarch']"
475,Cocoyam chips,Africa,2,True,Nigeria,"Nigeria, Ghana","['Salt', 'Cocoyam']","salt, Sugar, Cocoyam","['Cocoyam', 'Vegetable oil', 'Salt', 'Black pepper', 'Cayenne pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Seasoning cubes', 'Water']","['salt', 'Sugar', 'Cocoyam', 'Vegetable oil', 'Black pepper', 'Cayenne pepper', 'Garlic powder', 'Onion powder', 'Paprika', 'Seasoning cubes', 'Water']"
475,Cocoyam chips,Africa,3,True,Nigeria,"Nigeria, Ghana","['salt', 'Cocoyam']","salt, Sugar, Cocoyam","['Cocoyam', 'Vegetable oil', 'Salt', 'Pepper', 'Onion powder', 'Garlic powder', 'Paprika', 'Bouillon cube', 'Cayenne pepper', 'Turmeric']","['salt', 'sugar', 'cocoyam', 'vegetable oil', 'pepper', 'onion powder', 'garlic powder', 'paprika', 'bouillon cube', 'cayenne pepper', 'turmeric']"
475,Cocoyam chips,Africa,4,True,Nigeria,"Nigeria, Ghana","['salt', 'sugar', 'cocoyam']","salt, Sugar, Cocoyam","['Cocoyam', 'Salt', 'Vegetable oil', 'Pepper', 'Onion powder', 'Garlic powder', 'Paprika', 'Seasoning cube', 'Water', 'Flour']","['Salt', 'Sugar', 'Cocoyam', 'Vegetable oil', 'Pepper', 'Onion powder', 'Garlic powder', 'Paprika', 'Seasoning cube', 'Water', 'Flour']"
526,Omisagwe,Africa,0,True,Nigeria.,"Nigeria, Ghana","['onion', 'palm oil', 'pepper', 'stockfish', 'crayfish']","onion, palm oil, pepper, meat, locust beans, Crayfish, Stockfish, groundnut, bitter leaf, uziza leaf","['yam', 'palm oil', 'onions', 'pepper', 'salt', 'maggi cubes', 'spinach', 'utazi', 'stockfish', 'crayfish']","['onion', 'palm oil', 'pepper', 'stockfish', 'crayfish']"
526,Omisagwe,Africa,1,True,Nigeria,"Nigeria, Ghana","['palm oil', 'pepper', 'crayfish', 'stockfish']","onion, palm oil, pepper, meat, locust beans, Crayfish, Stockfish, groundnut, bitter leaf, uziza leaf","['Palm oil', 'Ukazi leaves', 'Okazi leaves', 'Stockfish', 'Dry fish', 'Periwinkle', 'Crayfish', 'Seasoning cubes', 'Pepper', 'Salt']","['onion', 'palm oil', 'pepper', 'meat', 'locust beans', 'Crayfish', 'Stockfish', 'groundnut', 'bitter leaf', 'uziza leaf', 'Ukazi leaves', 'Okazi leaves', 'Dry fish', 'Periwinkle', 'Seasoning cubes', 'Salt']"
526,Omisagwe,Africa,2,True,Nigeria,"Nigeria, Ghana","['onion', 'palm oil', 'pepper', 'meat', 'crayfish', 'stockfish']","onion, palm oil, pepper, meat, locust beans, Crayfish, Stockfish, groundnut, bitter leaf, uziza leaf","['okra', 'palm oil', 'onions', 'tomatoes', 'pepper', 'stockfish', 'dry fish', 'crayfish', 'meat', 'shrimps']","['onion', 'palm oil', 'pepper', 'meat', 'locust beans', 'Crayfish', 'Stockfish', 'groundnut', 'bitter leaf', 'uziza leaf', 'okra', 'tomatoes', 'dry fish', 'shrimps']"
526,Omisagwe,Africa,3,True,Nigeria,"Nigeria, Ghana","['onion', 'palm oil', 'pepper', 'meat', 'Stockfish']","onion, palm oil, pepper, meat, locust beans, Crayfish, Stockfish, groundnut, bitter leaf, uziza leaf","['Okra', 'Palm oil', 'Meat (usually goat or beef)', 'Stockfish', 'Dry fish', 'Shrimp', 'Onions', 'Pepper', 'Seasoning cubes', 'Waterleaf']","['onion', 'palm oil', 'meat', 'locust beans', 'Crayfish', 'Stockfish', 'groundnut', 'bitter leaf', 'uziza leaf', 'Okra', 'Dry fish', 'Shrimp', 'Pepper', 'Onions', 'Seasoning cubes', 'Waterleaf']"
526,Omisagwe,Africa,4,True,Nigeria,"Nigeria, Ghana","['onion', 'palm oil', 'pepper', 'meat', 'Crayfish', 'Stockfish', 'groundnut']","onion, palm oil, pepper, meat, locust beans, Crayfish, Stockfish, groundnut, bitter leaf, uziza leaf","['Palm oil', 'Melon seeds', 'Assorted meats (such as goat meat, cow tripe, and smoked fish)', 'Stockfish', 'Crayfish', 'Onions', 'Ugwu leaves', 'Seasoning cubes', 'Ground pepper', 'Salt']","['onion', 'palm oil', 'pepper', 'meat', 'locust beans', 'Crayfish', 'Stockfish', 'groundnut', 'bitter leaf', 'uziza leaf', 'Melon seeds', 'Assorted meats', 'Onions', 'Seasoning cubes', 'Ground pepper', 'Salt']"
427,Jollof,Africa,0,True,Nigeria,"Nigeria, Ghana","['rice', 'tomato', 'onion', 'garlic', 'salt', 'tomato paste']","tomato, black pepper, onion, thyme, salt, bay leaves, cumin, garlic, tomato paste, rice, Seasoning, Olive oil","['rice', 'tomato', 'onion', 'bell pepper', 'scotch bonnet pepper', 'garlic', 'ginger', 'vegetable oil', 'salt', 'sauce (tomato paste)']","['tomato', 'onion', 'garlic', 'rice', 'salt', 'tomato paste']"
427,Jollof,Africa,1,True,Nigeria,"Nigeria, Ghana","['tomato', 'black pepper', 'onion', 'thyme', 'salt', 'bay leaves', 'cumin', 'garlic', 'tomato paste', 'rice']","tomato, black pepper, onion, thyme, salt, bay leaves, cumin, garlic, tomato paste, rice, Seasoning, Olive oil","['Rice', 'Tomato paste', 'Onions', 'Scotch bonnet peppers', 'Bell peppers', 'Vegetable oil', 'Spices (such as curry powder, thyme, and bay leaves)', 'Salt', 'Stock (usually meat or chicken)', 'Protein (such as chicken, beef, or fish)']","['tomato', 'black pepper', 'onion', 'thyme', 'salt', 'bay leaves', 'cumin', 'garlic', 'tomato paste', 'rice', 'Olive oil', 'Scotch bonnet peppers', 'Bell peppers', 'Vegetable oil', 'Spices', 'Stock', 'Protein']"
427,Jollof,Africa,2,True,Nigeria,"Nigeria, Ghana","['tomato', 'onion', 'thyme', 'bay leaves', 'garlic', 'tomato paste', 'rice']","tomato, black pepper, onion, thyme, salt, bay leaves, cumin, garlic, tomato paste, rice, Seasoning, Olive oil","['Rice', 'Tomato paste', 'Onions', 'Red bell pepper', 'Scotch bonnet pepper', 'Garlic', 'Ginger', 'Thyme', 'Bay leaves', 'Vegetable oil']","['Tomato', 'Black pepper', 'Onion', 'Thyme', 'Salt', 'Bay leaves', 'Cumin', 'Garlic', 'Tomato paste', 'Rice', 'Seasoning', 'Olive oil', 'Red bell pepper', 'Scotch bonnet pepper', 'Ginger', 'Vegetable oil']"
427,Jollof,Africa,3,True,Nigeria.,"Nigeria, Ghana","['rice', 'tomato paste', 'onion', 'salt']","tomato, black pepper, onion, thyme, salt, bay leaves, cumin, garlic, tomato paste, rice, Seasoning, Olive oil","['rice', 'tomato paste', 'onions', 'bell peppers', 'scotch bonnet peppers', 'vegetable oil', 'stock cubes', 'salt', 'spices', 'meat or fish']","['rice', 'tomato paste', 'onion', 'salt']"
427,Jollof,Africa,4,True,Nigeria,"Nigeria, Ghana","['Tomato', 'Onion', 'Thyme', 'Garlic', 'Tomato paste', 'Rice']","tomato, black pepper, onion, thyme, salt, bay leaves, cumin, garlic, tomato paste, rice, Seasoning, Olive oil","['Rice', 'Tomato paste', 'Onions', 'Bell peppers', 'Scotch bonnet peppers', 'Tomatoes', 'Garlic', 'Ginger', 'Thyme', 'Curry powder']","['tomato', 'black pepper', 'onion', 'thyme', 'salt', 'cumin', 'garlic', 'tomato paste', 'rice', 'Seasoning', 'Olive oil', 'Bell peppers', 'Scotch bonnet peppers', 'Ginger', 'Curry powder']"
472,Yam and plantain porridge,Africa,0,True,Nigeria,"Nigeria, Togo, Benin","['salt', 'pepper', 'palm oil', 'seasoning', 'yam', 'plantain']","salt, fish, Yam, pepper, Palm oil, Plantain, Seasoning","['yam', 'plantain', 'onions', 'bell pepper', 'tomatoes', 'coconut milk', 'seasoning cubes', 'pepper', 'palm oil', 'salt']","['salt', 'fish', 'Yam', 'pepper', 'Palm oil', 'Plantain', 'Seasoning', 'onions', 'bell pepper', 'tomatoes', 'coconut milk', 'seasoning cubes']"
472,Yam and plantain porridge,Africa,1,True,Nigeria,"Nigeria, Togo, Benin","['salt', 'fish', 'Yam', 'pepper', 'Palm oil', 'Plantain', 'Seasoning cubes']","salt, fish, Yam, pepper, Palm oil, Plantain, Seasoning","['Yam', 'Plantain', 'Palm oil', 'Onions', 'Pepper', 'Seasoning cubes', 'Salt', 'Stockfish', 'Smoked fish', 'Ugwu (fluted pumpkin)']","['salt', 'fish', 'Yam', 'pepper', 'Palm oil', 'Plantain', 'Seasoning cubes', 'Onions', 'Stockfish', 'Smoked fish', 'Ugwu (fluted pumpkin)']"
472,Yam and plantain porridge,Africa,2,True,Nigeria,"Nigeria, Togo, Benin","['salt', 'fish', 'yam', 'pepper', 'palm oil']","salt, fish, Yam, pepper, Palm oil, Plantain, Seasoning","['yam', 'plantain', 'onions', 'tomatoes', 'pepper', 'palm oil', 'fish or meat', 'maggi cubes', 'salt', 'water']","['salt', 'fish', 'yam', 'pepper', 'palm oil', 'plantain', 'onions', 'tomatoes', 'maggi cubes', 'water', 'meat']"
472,Yam and plantain porridge,Africa,3,True,Nigeria,"Nigeria, Togo, Benin","['Yam', 'Plantain', 'Pepper', 'Palm oil', 'Seasoning']","salt, fish, Yam, pepper, Palm oil, Plantain, Seasoning","['Yam', 'Plantain', 'Onions', 'Pepper', 'Palm oil', 'Stockfish', 'Smoked fish', 'Ground crayfish', 'Seasoning cubes', 'Vegetables']","['salt', 'fish', 'Yam', 'pepper', 'Palm oil', 'Plantain', 'Seasoning', 'Onions', 'Stockfish', 'Smoked fish', 'Ground crayfish', 'Seasoning cubes', 'Vegetables']"
